dataset,task,sample_id,problem_id,sample_index,fp16_score,kivi_score,patternkv_score,pattern_minus_kivi,pattern_minus_fp16,fp16_correct,kivi_correct,patternkv_correct,input_tokens,fp16_output_tokens,kivi_output_tokens,patternkv_output_tokens,fp16_stop_reason,kivi_stop_reason,patternkv_stop_reason,fp16_hit_max,kivi_hit_max,patternkv_hit_max,quantized_tokens,fp16_residual_tokens,dynamic_pattern_count_k,dynamic_pattern_count_v,assignment_bytes,mask_bytes,centroid_bytes,config_hash,git_commit,error
longbench,lcc,lcc:32d36e0536e57f991a066ab60778b32884747e7689f3c816,,34,100.0,100.0,100.0,0.0,0.0,,,,1642,64,64,64,length,length,length,True,True,True,1579,128,1,1,6815744,425984,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:33a191efb28d5b529c26b622495441d20e705cfb2dc5be9f,,44,59.0,59.0,66.0,7.0,7.0,,,,1418,64,64,64,length,length,length,True,True,True,1355,128,0,0,5767168,360448,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:341005dfebe6821d4201177ffce38b1e3048f5a0d9c30463,,33,100.0,100.0,100.0,0.0,0.0,,,,2562,64,64,64,length,length,length,True,True,True,2499,128,0,0,10485760,655360,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:36799d0d8e06fa5c217eccd67db779ab9866845eb0713e74,,20,100.0,100.0,100.0,0.0,0.0,,,,2509,64,64,64,length,length,length,True,True,True,2446,128,1,1,10485760,655360,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:3bd5a501fc0327fd7bcda8389c7d11b3a821c9b5ce5a93cc,,5,29.0,27.0,22.0,-5.0,-7.0,,,,3789,64,64,64,length,length,length,True,True,True,3726,128,1,1,15728640,983040,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:43954d45633ac63acc4badb3892fdb276e080592cc147b1e,,26,30.0,36.0,36.0,0.0,6.0,,,,2848,64,64,64,length,length,length,True,True,True,2785,128,0,0,11534336,720896,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:45be6133b10843a59b2ff2272116e322f7dd795025749020,,15,38.0,36.0,39.0,3.0,1.0,,,,1962,64,64,64,length,length,length,True,True,True,1899,128,0,0,7864320,491520,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:492de4fd744409d77007630f3cf7e7c49b13037cb2b2a8c6,,41,96.0,63.0,63.0,0.0,-33.0,,,,1935,64,64,64,length,length,length,True,True,True,1872,128,0,0,7864320,491520,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:4b93f91719b36d7aee8a2f7f39b3991d464913e3bc3e77b4,,16,81.0,75.0,75.0,0.0,-6.0,,,,3473,64,64,64,length,length,length,True,True,True,3410,128,0,0,14155776,884736,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:52b05f3e84a4fe67c9a1b15719fbecb75dda4932f22567e9,,22,42.0,79.0,50.0,-29.0,8.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:54df7435e6cdeb9cf80f52a45f4c173229b57b7dfcc77ad7,,17,92.0,92.0,39.0,-53.0,-53.0,,,,2507,64,64,64,length,length,length,True,True,True,2444,128,1,1,10485760,655360,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:5dbe65a9966abf6a6fdc04cf78e20977f8d24df06849e8e7,,25,24.0,31.0,20.0,-11.0,-4.0,,,,1594,64,64,64,length,length,length,True,True,True,1531,128,0,0,6291456,393216,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:63fdad7f1feacdf8cca4aaf57dae737d83c351d9ab66db8b,,29,91.0,91.0,91.0,0.0,0.0,,,,2862,64,64,64,length,length,length,True,True,True,2799,128,0,0,11534336,720896,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:64d5f26d486a85e85284229e8d254f996cfafd844cd321c5,,9,100.0,100.0,100.0,0.0,0.0,,,,1664,64,64,64,length,length,length,True,True,True,1601,128,0,0,6815744,425984,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:6fac8d0b410c99d32f6421d53dcbd4534f8f4a65b4dcede9,,45,31.0,6.0,31.0,25.0,0.0,,,,1658,64,64,64,length,length,length,True,True,True,1595,128,1,1,6815744,425984,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:7c3bba0835a61180b3615e5a45405828fb9f896470cd8acb,,49,9.0,9.0,9.0,0.0,0.0,,,,2015,64,64,64,length,length,length,True,True,True,1952,128,1,1,8388608,524288,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:821b5076e7642f35d6db6b0af29ca2ff7694928b53b0dace,,43,26.0,23.0,26.0,3.0,0.0,,,,4370,64,64,64,length,length,length,True,True,True,4307,128,0,0,17825792,1114112,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:82560c22f3648e5086523b10f22179edb1aebdc379fdfaa5,,21,39.0,39.0,39.0,0.0,0.0,,,,1304,64,64,64,length,length,length,True,True,True,1241,128,0,0,5242880,327680,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:88af654f6cc0799e1844ea6d4158729b1130dc62928ae169,,36,21.0,33.0,28.0,-5.0,7.0,,,,1482,64,64,64,length,length,length,True,True,True,1419,128,1,1,6291456,393216,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:8ae06de3dd26783213ae72552d610c4f1518647b7898d383,,10,25.0,57.0,63.0,6.0,38.0,,,,4361,64,64,64,length,length,length,True,True,True,4298,128,0,0,17825792,1114112,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:9bc1f81e1a4c4b44da11ffc093a0c9fecbe5f99e4eff3aa5,,3,43.0,14.0,43.0,29.0,0.0,,,,1675,64,64,64,length,length,length,True,True,True,1612,128,0,0,6815744,425984,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:9d639220f2ae9cbb3b86c56287371346450159efa5afc251,,27,100.0,100.0,100.0,0.0,0.0,,,,5401,64,64,64,length,length,length,True,True,True,5338,128,0,0,22020096,1376256,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:a2ce4aeed86faf7c78539925675910ecdf08f4ca9f5603ee,,30,96.0,96.0,94.0,-2.0,-2.0,,,,2406,64,64,64,length,length,length,True,True,True,2343,128,1,1,9961472,622592,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:a507514e59d02bec9d48f262b48dffcb180b6665ae945f96,,42,69.0,77.0,65.0,-12.0,-4.0,,,,2649,64,64,64,length,length,length,True,True,True,2586,128,1,1,11010048,688128,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:a5da7e173afd5ba71e0185228a1df77238c2949ba3ea2935,,4,95.0,93.0,95.0,2.0,0.0,,,,2296,64,64,64,length,length,length,True,True,True,2233,128,1,1,9437184,589824,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:b5474d9a2623627f5e344cff1193ab0629353b34b75b1c81,,47,100.0,22.0,100.0,78.0,0.0,,,,3216,64,64,64,length,length,length,True,True,True,3153,128,0,0,13107200,819200,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:b55c3cd64c946848d39da7e77c7364582b5e7ab71a545f58,,31,100.0,100.0,100.0,0.0,0.0,,,,7726,64,64,64,length,length,length,True,True,True,7663,128,0,0,31457280,1966080,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:b581893ac400757aaad32eed292afd06559e04175e8d6fdf,,46,100.0,100.0,100.0,0.0,0.0,,,,4660,64,64,64,length,length,length,True,True,True,4597,128,0,0,18874368,1179648,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:c357dc85d4b8de20bfeb7e4f0a5fb6c3f1e2ad3fba2c7691,,48,64.0,0.0,0.0,0.0,-64.0,,,,4053,64,64,64,length,length,length,True,True,True,3990,128,1,1,16777216,1048576,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:ca807f49d7c6f84dcae3df694bde685aa7f75a02e9d4f574,,1,100.0,76.0,94.0,18.0,-6.0,,,,2794,64,64,64,length,length,length,True,True,True,2731,128,1,1,11534336,720896,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:caded4c1338faaf5978525a343ec76e66b5546a6a35088a6,,32,46.0,38.0,48.0,10.0,2.0,,,,2972,64,64,64,length,length,length,True,True,True,2909,128,0,0,12058624,753664,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:d5dde130982bcbe6f095c65d1d5a928669bc3a458df26cc6,,24,30.0,23.0,30.0,7.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8126,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:e212994f82962f98d4e1be7a5678cfd25eacb4f645df2198,,13,58.0,87.0,58.0,-29.0,0.0,,,,1952,64,64,64,length,length,length,True,True,True,1889,128,0,0,7864320,491520,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:e42bb143aca03ffdde352e012ca3991013aa4f1018e60c8f,,18,58.0,45.0,45.0,0.0,-13.0,,,,3194,64,64,64,length,length,length,True,True,True,3131,128,1,1,13107200,819200,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:e6dca363f4644795057dce35d57cdbc53e1e84bea1699bbf,,14,22.0,20.0,15.0,-5.0,-7.0,,,,2037,64,64,64,length,length,length,True,True,True,1974,128,1,1,8388608,524288,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lcc,lcc:f652398c3e8be338b4a7873ba6fecc5a686204d99a1a8d10,,7,55.0,98.0,55.0,-43.0,0.0,,,,3503,64,64,64,length,length,length,True,True,True,3440,128,0,0,14155776,884736,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:0aa0d19c0084ad02a84a486b4335412e91727d408bcc585c,,5,100.0,100.0,100.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:0f4dea693364142cc886db3d3fb8541c9a2de05a41a3e720,,37,0.0,0.0,0.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:173bb18e0f12ae0fe85c8af24c7805dd23ee1055c04c716f,,23,0.0,0.0,0.0,0.0,0.0,,,,6529,64,64,64,length,length,length,True,True,True,6466,128,0,0,26738688,1671168,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:2912b44d928f7dc18e114ead2d315c38d1bb578991a56a52,,46,0.0,0.0,0.0,0.0,0.0,,,,8018,64,64,64,length,length,length,True,True,True,7955,128,1,1,33030144,2064384,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:2ccf625c545df102e50c9b39bca976f1c79af342dda8238c,,9,0.0,0.0,0.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:417f2ad126bead7ffe755e1aa7c7370a17277ced308d51f4,,48,100.0,100.0,100.0,0.0,0.0,,,,7703,64,64,64,length,length,length,True,True,True,7640,128,0,0,31457280,1966080,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:41d59c593db16d707439f70b46fbd91dfde1dbae0b2859b6,,25,0.0,0.0,0.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:4765858be5532eea43e75a3c34eb795db699dbe76de9a0af,,41,100.0,100.0,100.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:4775e4d91dc113a2e70283e2c1620942a8016da3500abed4,,21,100.0,50.0,100.0,50.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:47aa1c751cae213a623487d75b1be898fc24f21be0c9ebb4,,39,100.0,0.0,100.0,100.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:49d73146b77a9d23ef4c919185712ec3f95ee177d886c714,,26,100.0,100.0,100.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,lsht,lsht:4cd91e500e1281bcb2d757c621be9787a6b542c8a7fc0dfc,,3,100.0,100.0,100.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
