path	git_state	size_bytes	mtime	classification	scientific_value	should_version	reason	target_commit_group	action
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/old_vs_new_comparison.json	untracked	3	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/point_summaries.csv	untracked	3450	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/point_summaries.json	untracked	6967	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/points/smoke__causal_v4_25_full_model__c2048__b1__d8__ac1__tr1__w0__m1.json	untracked	5055	2026-08-16 12:12:03	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/points/smoke__fp16_full_model__c2048__b1__d8__ac1__tr1__w0__m1.json	untracked	5009	2026-08-16 12:11:41	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/points/smoke_repeat__fp16_full_model__c2048__b1__d8__ac1__tr1__w0__m1.json	untracked	5047	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/protocol_definition.md	untracked	480	2026-08-16 12:11:29	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/protocol_validation.json	untracked	352	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/structural_counters.json	untracked	504	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/summary.md	untracked	1359	2026-08-16 12:12:15	FINAL_RESULT_EVIDENCE	high	YES	Final proof for direct compressed page append behavior and protocol.	final_release_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_b_concurrency_scaling_v1/gpu_state_after_capacity.txt	untracked	5828	2026-08-16 00:02:39	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_b_concurrency_scaling_v1/gpu_state_after_matched_b.txt	untracked	5092	2026-08-15 23:53:30	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_b_concurrency_scaling_v1/regressions.txt	untracked	278	2026-08-16 00:07:38	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_context_scaling_v2/gpu_state_after_grid.txt	untracked	5092	2026-08-15 23:31:04	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_context_scaling_v2/regressions.txt	untracked	134	2026-08-15 23:36:49	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_post_optimization_bottleneck_profile_v2/gpu5_state_after.txt	untracked	5829	2026-08-15 18:00:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_post_optimization_bottleneck_profile_v2/gpu5_state_after_phase_profile.txt	untracked	5645	2026-08-15 18:02:31	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_post_optimization_bottleneck_profile_v2/gpu5_state_after_projection_profile.txt	untracked	5277	2026-08-15 18:06:35	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_post_optimization_bottleneck_profile_v2/gpu5_state_before.txt	untracked	5737	2026-08-15 17:58:23	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_post_optimization_bottleneck_profile_v2/gpu5_state_before_phase_profile.txt	untracked	5737	2026-08-15 18:01:19	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_post_optimization_bottleneck_profile_v2/gpu5_state_before_projection_profile.txt	untracked	5369	2026-08-15 18:05:26	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_post_optimization_bottleneck_profile_v2/invalid_gpu1_attempt.txt	untracked	111	2026-08-15 17:58:22	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/full_model_post_optimization_bottleneck_profile_v2/regressions.txt	untracked	134	2026-08-15 18:09:51	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/gpu_state.txt	untracked	5080	2026-08-15 13:41:25	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/integration_optimization_v1/correctness_regressions.txt	untracked	130	2026-08-15 16:11:13	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/integration_optimization_v1/preflight.txt	untracked	5295	2026-08-15 16:11:13	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/memory_breakdown_probe.json	untracked	3730	2026-08-15 15:28:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/multi_request_low_copy_v1/preflight.txt	untracked	5307	2026-08-15 17:43:34	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/multi_request_low_copy_v1/regressions.txt	untracked	144	2026-08-15 17:43:34	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/preflight.txt	untracked	348	2026-08-15 13:41:24	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/probe_final_gate.json	untracked	4457	2026-08-15 15:28:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/probe_gpu_state.txt	untracked	5080	2026-08-15 15:15:37	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/probe_preflight.json	untracked	259	2026-08-15 15:15:37	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/raw_runs.json	untracked	5779	2026-08-15 13:42:33	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/raw_runs.jsonl	untracked	5140	2026-08-15 13:42:33	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/regression_validation.txt	untracked	363	2026-08-15 15:28:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/preflight.txt	untracked	5437	2026-08-15 16:37:08	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/ragged_gate.txt	untracked	738	2026-08-15 16:37:08	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/regressions.txt	untracked	367	2026-08-15 16:37:08	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/semantic_fix_v1/preflight.txt	untracked	4928	2026-08-15 17:26:24	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/semantic_fix_v1/ragged_gate.txt	untracked	1972	2026-08-15 17:26:24	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/semantic_fix_v1/regressions.txt	untracked	293	2026-08-15 17:26:24	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/correctness.md	untracked	980	2026-08-16 14:02:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/current_path_audit.md	untracked	1984	2026-08-16 14:02:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/design.md	untracked	1202	2026-08-16 14:02:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/evidence/segmented_attention_state_merge_test_evidence.py	untracked	7326	2026-08-16 13:46:35	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/performance_c2048_b1.md	untracked	784	2026-08-16 14:02:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/points/new_causal_c2048_b1.json	untracked	6771	2026-08-16 13:58:31	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/points/new_causal_c2048_b1_repeat.json	untracked	6761	2026-08-16 13:59:35	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/points/old_causal_c2048_b1.json	untracked	6774	2026-08-16 13:49:52	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/profile_before_after.md	untracked	1275	2026-08-16 14:02:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/profile_old_new_c2048_b1.json	untracked	23552	2026-08-16 13:56:18	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/semantic_gates.md	untracked	724	2026-08-16 14:02:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/state_abi.md	untracked	661	2026-08-16 14:02:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/structural_invariants.md	untracked	640	2026-08-16 14:02:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/summary.md	untracked	2169	2026-08-16 14:02:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1/segmented_heterogeneous_attention_state_merge_v1/temporary_memory_traffic.md	untracked	956	2026-08-16 14:02:55	NEGATIVE_RESULT_EVIDENCE	high	YES	Negative state-merge evidence retained for paper limitations and provenance.	negative_evidence	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/baseline_audit.json	untracked	705	2026-08-15 15:04:57	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/benchmark_config.json	untracked	266	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/causal_v4_25_full_model_concurrency_sweep.json	untracked	778	2026-08-15 15:05:44	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/fp16_full_model_concurrency_sweep.json	untracked	1469	2026-08-15 15:05:14	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/full_model_path_audit.json	untracked	1873	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/gpu_state.txt	untracked	5080	2026-08-15 15:04:57	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/matched_concurrency_summary.csv	untracked	503	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/max_concurrency.json	untracked	418	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/memory_scaling.csv	untracked	145	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/preflight.txt	untracked	348	2026-08-15 15:04:57	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/raw_runs.json	untracked	6637	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/raw_runs.jsonl	untracked	5998	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/scheduler_overhead.json	untracked	129	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/smoke_results.json	untracked	2892	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/summary.json	untracked	638	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/throughput_scaling.csv	untracked	252	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_256/workload.json	untracked	263	2026-08-15 15:05:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/baseline_audit.json	untracked	705	2026-08-15 15:10:40	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/benchmark_config.json	untracked	266	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/causal_v4_25_full_model_concurrency_sweep.json	untracked	779	2026-08-15 15:11:26	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/fp16_full_model_concurrency_sweep.json	untracked	1468	2026-08-15 15:10:56	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/full_model_path_audit.json	untracked	1873	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/gpu_state.txt	untracked	5080	2026-08-15 15:10:40	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/matched_concurrency_summary.csv	untracked	505	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/max_concurrency.json	untracked	418	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/memory_scaling.csv	untracked	145	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/preflight.txt	untracked	348	2026-08-15 15:10:40	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/raw_runs.json	untracked	6639	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/raw_runs.jsonl	untracked	6000	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/scheduler_overhead.json	untracked	129	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/smoke_results.json	untracked	2889	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/summary.json	untracked	640	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/throughput_scaling.csv	untracked	254	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx256_decode16/workload.json	untracked	323	2026-08-15 15:11:27	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/baseline_audit.json	untracked	705	2026-08-15 15:11:42	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/benchmark_config.json	untracked	267	2026-08-15 15:13:46	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/causal_v4_25_full_model_concurrency_sweep.json	untracked	779	2026-08-15 15:13:45	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/fp16_full_model_concurrency_sweep.json	untracked	1471	2026-08-15 15:12:15	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/full_model_path_audit.json	untracked	1873	2026-08-15 15:13:46	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/gpu_state.txt	untracked	5080	2026-08-15 15:11:42	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/matched_concurrency_summary.csv	untracked	507	2026-08-15 15:13:46	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/max_concurrency.json	untracked	420	2026-08-15 15:13:46	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/memory_scaling.csv	untracked	146	2026-08-15 15:13:46	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/preflight.txt	untracked	348	2026-08-15 15:11:42	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/raw_runs.json	untracked	6638	2026-08-15 15:13:46	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
reports/system_full_model_serving_benchmark_v1_probe_ctx4096_decode16/raw_runs.jsonl	untracked	5999	2026-08-15 15:13:46	RAW_EXPERIMENT_ARTIFACT	high	YES	Raw benchmark/probe artifact retained as provenance for final serving evidence.	benchmark_artifacts	stage_and_commit
